Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
Data Scientist,$79T - $2L (Glassdoor Est.),"Engine No. 1 is an investment firm purpose-built to lead the next generation of investing. We believe that creating value for shareholders cannot be separated from the impact companies have on their stakeholders. We also believe that a company's performance is greatly enhanced by the investments it makes in workers, communities, and the environment. The firm intends to invest as an active, engaged owner in both public and private companies, with a focus to generate economic value over the long-term through four business lines: private equity/early investor, concentrated long/short funds, impact investment through activism campaigns and ETFs.
Founded by a seasoned team of industry leaders, we are seeking enthusiastic and engaged professionals to join us to help achieve the firm's mission and help lead the movement towards more sustainable and inclusive capitalism.",4.0,"Engine No. 1
4.0","San Francisco, CA",Unknown,-1,Government,Local Government,Government,Unknown / Non-Applicable
Data Scientist,$89T - $2L (Glassdoor Est.),"THIS POSITION IS REMOTE
Magnitude is a Cloud-based 3PL Technology Startup focused on redesigning and innovating the Transportation and Supply Chain Industry. Our main mission is to reduce waste in the transportation sector by optimizing it with automation and machine learning technology.
www.magnitudetechnologysolutions.com
We are looking for a Data Scientist to analyze large amounts of raw information to find patterns that will help improve our logistics solutions. We will rely on you to build data products to extract valuable business insights.
In this role, you should be highly analytical with a knack for analysis, math and statistics. Critical thinking and problem-solving skills are essential for interpreting data. We also want to see a passion for machine-learning and research.",5.0,"magnitude
5.0","San Francisco, CA",1 to 50 Employees,2018,Company - Private,Advertising & Marketing,Business Service,Unknown / Non-Applicable
"Data Scientist, Biology",$75T - $1L (Glassdoor Est.),"Who we are
Atreca is an integrated biotechnology company located in San Carlos, CA in the San Francisco Bay Area. We apply our proprietary drug discovery platform to profile clinically relevant, active B cell responses in patients receiving successful treatment and, in turn, develop a portfolio of antibody therapeutics against novel tumor targets with the potential to treat large patient populations. Atreca seeks talented, driven individuals who are dedicated to making a positive impact on human health and are motivated to become key members of a growing biotechnology company.
Position Summary
We are seeking a talented Data Analyst to design and develop reports and analyses from our R&D database. The information you deliver will drive key research and development decisions by scientific stakeholders. Your strong communication skills and scientific knowledge will enable you to work collaboratively with a diversity of cross functional scientific team members to develop meaningful, rich views of drug discovery data. In addition to directly creating such views using your expertise with reporting tools such as R markdown or shiny apps, you will serve as a liaison between the research team and the software engineering team, providing project management support and writing specifications for any engineering work required in support of reporting.",4.0,"Atreca
4.0","San Carlos, CA",51 to 200 Employees,-1,Company - Public,Biotech & Pharmaceutical,Biotech & Pharmaceutical,$1 to $5 million (USD)
"Data Scientist, Insights (RippleX)",$89T - $2L (Glassdoor Est.),"RippleX is a division at Ripple focused on accelerating adoption of the digital asset XRP and the XRP Ledger in blockchain projects across industries and technologies. RippleX aims to build a robust ecosystem of third-party developers, projects and companies that build, grow and monetize their applications on XRP, and other blockchain technologies.
As a data scientist within the Product Insights team, you will leverage data and statistical methods to help RippleX solve impactful product, marketing, and growth problems such as funnel analysis, attribution modeling, causal inference, user incentives, and more.
This role will partner closely with Product, Marketing, Design, Engineering and other teams to drive cross-functional data science projects from beginning to end. Our team gives you full ownership over the projects you tackle, so you should be a person who is bold and dreams big, then executes well.",3.5,"Ripple
3.5","San Francisco, CA",201 to 500 Employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
Data Scientist,$97T - $2L (Glassdoor Est.),"Replica is an enterprise data platform that delivers critical insights about the built environment. With better data, human-context and an intuitive design, Replica helps public and private sectors make informed, effective, and responsive decisions. By showing how people live, move and work, we contextualize hard choices, allowing our clients to see around corners and understand the trade-offs surrounding their decisions. Whether for a city planner increasing public transit to underserved neighborhoods or for a grocery chain evaluating where to open a new location, Replica's insights help clients make more informed, people-centered decisions.
We spun out of Alphabet in 2019 and recently secured series B funding from venture firms including Founders Fund, Innovation Endeavors, Sidewalk Labs, Firebrand Ventures, and Revolution's Rise of the Rest Seed Fund. Today, we are a team of 50 employees with offices in San Francisco, New York and Kansas City.
We value our customers, believe in being resourceful, and work in service of each other to scale our product. As we build our team, we are committed to pursuing and bringing together a diverse workforce and creating an environment of inclusion. We value our differences and we encourage all to apply. We are committed to equal opportunity regardless of race, color, ancestry, religion, gender, gender identity, parental or pregnancy status, national origin, sexual orientation, age, citizenship, marital status, disability, Veteran status, or any other status protected by the laws or regulations in the locations where we operate.",5.0,"Replica
5.0","San Francisco, CA",51 to 200 Employees,2018,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD)
Data Scientist,$86T - $2L (Glassdoor Est.),"Data Scientists build advanced AI models that change the way our clients do business by empowering them to make better decisions.

As a Data Scientist, you will collaborate with our Client Service team, Engineers, UX Designers, and industry-specific experts from our client companies to build a deep understanding of our clients business context and then develop, test, and deploy advanced AI models.

Must haves:
4+ years of experience applying advanced AI techniques (eg., machine learning, predictive analytics, optimization, semantic analysis, time-series analysis, advanced visualization) to real-world problems
Experience manipulating and preparing large, heterogeneous data sets (Big Data) to support advanced analytics",5.0,"Abacus.ai
5.0","San Francisco, CA",1 to 50 Employees,2019,Unknown,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable
Data Scientist,$90T - $2L (Glassdoor Est.),"Role: Data Scientist

San Francisco or Sunnyvale
Role Description
6sense is a Predictive Intelligence Engine that is reimagining how B2B companies do sales and marketing. We work with big data at scale, advanced machine learning, and predictive modeling to find buyers by predicting what they will purchase, when, and how much.
The data science team is at the core of 6sense engineering. Our executive team's drive and the quality of our work has lead to unprecedented partnerships with companies like Salesforce, Cisco, Dell, and Lenovo. Salesforce was so happy with our results that they invested in us!",4.9,"6sense
4.9","San Francisco, CA",501 to 1000 Employees,2013,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable
Data Scientist,$73T - $1L (Glassdoor Est.),"We’d love to hear from you if you like:

Start-up energy working with a brilliant and passionate team
$900 billion market opportunity
Exponential growth (10X revenue in 2020)
Rockstar teammates. You will be working with a strong leadership team from Facebook, Alibaba, Amazon, Lending Club, GEICO, SoFi, etc.

A few examples of the exciting projects that we are working on:
Create a smart prediction engine for customer’s insurance coverage needs
Build predictive models on customer purchase behavior based on a large data set",3.9,"Jerry
3.9","San Francisco, CA",51 to 200 Employees,2017,Company - Private,Insurance Agencies & Brokerage,Insurance,Unknown / Non-Applicable
Data Scientist,$89T - $2L (Glassdoor Est.),"We are witnessing a massive shift of consumer presence from offline to online. With it, there is a need for technologies that enable online businesses to thrive. Bolt is at the center of this universe leading the next generation of ecommerce, having created a best-in-class buying experience from checkout to fraud detection, payments and more. With our help, retailers can successfully compete with the online retail giants that have the means to invest in technology.

The Data Platform team works closely with all teams and cross-functional partners (including product, engineering, and data analysts) to build a foundational data stack powering business analytics.

We are looking for someone to play a mission-critical role in designing and building the data mining algorithms, and data analytics pipelines at Bolt. We’re looking for someone with the experience, creativity, and passion for producing world-class technology who can support our product, leadership and marketing teams with insights gained from analyzing our data. Other teams at Bolt, other companies, and consumers alike will rely heavily on what you build, and you’ll have a ton of trust and responsibility. If challenges excite you, and you’re ready for a large one, let us know.",4.7,"Bolt
4.7","San Francisco, CA",201 to 500 Employees,2014,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable
"Analyst, Data Scientist",$78T - $1L (Glassdoor Est.),"Prologis is the global leader in logistics real estate. We own, manage and develop high-quality properties in the world’s most vibrant centers of commerce, approximately 990 million square feet in 19 countries. Some of the world’s largest brands (e.g., Amazon, BMW, DHL, FedEx, Pepsi) turn to us because they know an efficient supply chain will make their businesses run better, and a strategic relationship with Prologis will create competitive advantage. As the top ranked U.S. company and sixth overall among the Global 100 Most Sustainable Corporations in the World, we take our global footprint seriously.
Job Title:
Analyst, Data Scientist
Company:
Prologis
#LI-AN1
All job offers are contingent upon successful completion of drug screen and background verification. Prologis is an Equal Opportunity/Affirmative Action employer and all qualified applicants will receive consideration for employment without regard to race, color, religions, sex, national origin, sexual orientation, gender identity, disability status, protected veteran status, or any other characteristic protected by law.
Full time
San Francisco, California",4.3,"Prologis
4.3","San Francisco, CA",1001 to 5000 Employees,1983,Company - Public,Real Estate,Real Estate,$2 to $5 billion (USD)
Data Scientist,-1,"Herophilus is revolutionizing drug discovery for brain disorders. Founded by professors from Columbia University and UCSF and experienced technologists, we combine biotechnology, neuroscience, robotics, and machine learning techniques. We employ AI-driven phenotypic screening to discover novel drugs for complex neurological and psychiatric disorders such as epilepsy, autism, and schizophrenia.
We are growing our data science team that's at the heart of our drug discovery efforts. We are looking for someone to help us build high-throughput data processing for microscopy images, neuron activity videos, genomics and biochemical assays. Our tech stack is primarily python in docker built atop the AWS cloud.
Candidates must have:
Demonstrable experience with data analysis and visualization on complex data sets",-1,Herophilus,"San Francisco, CA",-1,-1,-1,-1,-1,-1
Data Scientist,$89T - $2L (Glassdoor Est.),"Tinder brings people together. With tens of millions of users and a presence in every country on earth, our reach is expansive and rapidly growing.

The Analytics team powers data-informed decision-making at Tinder. We are looking to add a hardworking, creative Data Scientist to our growing team. As a Data Scientist on Analytics, you will partner with multiple teams - including Product, Marketing, Engineering, and Finance - to improve our extraordinary platform. You will use this comprehensive dataset to develop experiments, forecasting models, automated reports, and various exploratory insights to guide our business decisions.

An effective Data Scientist at Tinder must have a passion and aptitude for turning sophisticated problems into concrete hypotheses that can be answered through thorough data analysis and A/B testing. They must also be able to disseminate their takeaways and recommendations to a variety of partners within our organization via presentations, reports, and dashboards. In this role, your insights will influence both the performance of our business and the experience of our users.",3.5,"Tinder
3.5","San Francisco, CA",1001 to 5000 Employees,2015,Company - Public,Internet,Information Technology,$2 to $5 billion (USD)
Data Scientist,$1L - $2L (Employer Est.),"Position: Data Scientist
Location: California (Remote till Covid-19)
Duration: Permanent / Full Time
Two main skills required are NLP and Python.
Job Description:
Developing data pipeline stages like cleaning, validation, wrangling etc. for a variety of data types like text, images and categorical or custom
Design and develop metrics/scoring pipelines using machine learning techniques",4.7,"Kani Solutions Inc.
4.7","San Francisco, CA",201 to 500 Employees,2009,Company - Private,IT Service,Information Technology,$5 to $10 million (USD)
Data Scientist,$50 - $55 Per Hour(Employer Est.),"Job Description: Summary:
The main function of the Data Scientist is to produce innovative solutions driven by exploratory data analysis from complex and high-dimensional datasets. This position will focus on marketplaces integrity related data analysis .
Job Responsibilities:
Apply your expertise in quantitative analysis and data presentation to see beyond the numbers
Monitor events through dashboards, detect anomalies, and conduct deep dive analysis on specific issues to understand root cause
Willingness to get hands dirty to review samples to understand the MOs used by bad actors and translate findings into data-driven rules/strategies to prevent bad activity on commerce
Communicate to broad cross-functional teams the issue, remediation, and next steps in time-sensitive situations
Partner closely with ops investigations and enforcement teams to collaborate on insights and recommendations to ensure they are actionable
Own investigation requests from product team
Become a subject matter expert in workflows spanning a variety of integrity disciplines",4.7,"Pri Global Inc
4.7","San Francisco, CA",51 to 200 Employees,1997,Company - Private,IT Service,Information Technology,$25 to $50 million (USD)
Data Scientist,$1L - $2L (Glassdoor Est.),"Are you passionate about technology and looking to work in an agile start-up environment that is built on the brand recognition, solution capabilities, and global reach of a world-class technology pioneer? The HP Personal System Services (PSS) team operates in a highly dynamic landscape that delivers a best-in-class, multi-OS Services portfolio powered by software, cloud, data analytics, and machine learning.
The platform product team within PSS is seeking a forward thinking Data Scientist who is passionate about driving innovation at scale, solving real-world customer issues through AI/ML and delivering stellar customer experiences using one of the largest datasets in the world.
You will be expected to be hands on and routinely exercise independent judgment in delivering of new Data Science / Machine Learning insights.
Applies intermediate level of subject matter knowledge to solve a variety of common business issues. Works on problems of moderately complex scope. Acts as an informed team member providing analysis of information and limited project direction input. Exercises independent judgment within defined practices and procedures to determine appropriate action. Follows established guidelines and interprets policies. Evaluates unique circumstances and makes recommendations.",4.2,"HP
4.2","Palo Alto, CA",10000+ Employees,1939,Company - Public,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable
"Data Scientist, Analytics & Data",$77T - $1L (Glassdoor Est.),"Job Title: Data Scientist, Analytics & Data
Location: 753 Davis Street, San Francisco, CA 94133
Duties: Manage analytic projects, including: meeting with stakeholders to define project objectives; developing an analytical approach and guiding the direction of the analysis; and synthesizing results into a cohesive narrative, explaining trends observed in the data. Develop SQL and Python code to clean, aggregate, and analyze data to better understand the demographic profile of our core customer and their browse and purchase behavior. Utilize multi-terabyte relational databases (Teradata and Azure), program in SQL/SAS/Excel, and publish business intelligence reporting to corporate executives for KPI tracking, performance trending, and forecasting. Apply machine learning algorithms and predictive statistical models such as linear, logistic, clustering, and classification to build behavioral based scoring models, such as customer’s lifetime value (CLV), used to optimize targeted marketing campaigns. Employ unsupervised machine learning models to identify customer segments based on huge volume of browse and purchase data to drive effective marketing strategies. Employ expertise in data visualization tools and techniques to translate analytic insights into visualizations that clearly communicate key findings and business trends to enhance insights-driven decision making. Design and build dashboards that automate processes and empower business stakeholders to self-serve analytical needs. Deliver quantitative and statistical analysis of customer behavior and provide guidance and actionable insight on brands’ multi-channel marketing initiatives to drive new customer acquisition, reactivation, and retention. Assist with primary consumer survey data collection and analysis, including but not limit to multiple types of survey responses data such as binary, multiple-choice, rating scale, and open-ended responses; apply text mining techniques to conduct sentiment analysis on unstructured text data to extract hidden semantic structures and themes in the text. Collaborate with IT partners to improve new data capture, data quality, and to drive efficiency in usage. Customize the communication of analytic results to the audience receiving the insights (including: tailoring the level of detail/technicality, mode of communication, etc.).",3.2,"Williams Sonoma
3.2","San Francisco, CA",10000+ Employees,1956,Company - Public,Home Furniture and Houseware Shops,Retail,$5 to $10 billion (USD)
University Grad Data Scientist,$97T - $2L (Glassdoor Est.),"About Pinterest:
Millions of people across the world come to Pinterest to find new ideas every day. It's where they get inspiration, dream about new possibilities and plan for what matters most. Our mission is to help those people find their inspiration and create a life they love. In your role, you'll be challenged to take on work that upholds this mission and pushes Pinterest forward. You'll grow as a person and leader in your field, all the while helping Pinners make their lives better in the positive corner of the internet.
We're looking for university grad Data Scientists to help us connect Pinners to actionable content that improves the Pinner experience. You’ll apply quantitative analysis, modeling, and data mining to improve the relevance of Pins across our Ads, Search, and Feeds products.
What you’ll do:

Not Specified
0",4.2,"Pinterest
4.2","San Francisco, CA",1001 to 5000 Employees,2010,Company - Public,Internet,Information Technology,$100 to $500 million (USD)
Data Scientist,$98T - $2L (Glassdoor Est.),"Snapdocs is a rapidly growing San Francisco-based real estate technology unicorn backed by leading investors Sequoia, Y Combinator, Tiger Global, F-Prime, and others. We're on a mission to perfect mortgage closings for all. Powering millions of closings a year, Snapdocs is leading the charge to modernize, streamline, and improve the mortgage process for lenders, borrowers, and settlement.
At Snapdocs, we are on a mission to enhance the real estate closing process with efficiency and transparency so that lenders can close their loans sooner and home buyers can move into their dream homes quicker. To help us accomplish this goal, we are looking to bring on a Data Scientist to join our small but mighty team of three Data Scientists! The ideal candidate is someone who relishes pouring over messy data to find patterns and train machines to do so with high accuracy and recall. If this sounds exciting, read on...

As a Data Scientist, you will focus on building machine learning models to support the core products at Snapdocs. Your first project will be improving the performance of our document classification and annotation prediction models. You will also help research and prototype new applications for machine learning at Snapdocs and perform exploratory analysis on new product areas. Additionally, you'll build and maintain production quality machine learning models and explore and prepare disparate data sources for machine learning work. Lastly, you will be a key member of our small team and will drive high impact throughout the organization!",4.6,"Snapdocs
4.6","San Francisco, CA",201 to 500 Employees,2014,Company - Private,Real Estate,Real Estate,Unknown / Non-Applicable
Data Scientist,$98T - $2L (Glassdoor Est.),"Why LendingHome
With our built-from-scratch technology that covers every stage of the loan process, LendingHome has opened access and simplified a way for real estate investors—both novice and experienced—to get financing, generate wealth, and build businesses. Since founded in 2013, we have funded over $7 billion dollars worth of loans across about 32,000+ projects, becoming the nation's largest hard money lender. Combining the best technology and the most knowledgeable people, LendingHome has grown to a team of over 300 and has won many awards over the years including Forbes Fintech 50, Finovate Awards: Best Digital Mortgage Platform, Fast Company's Most Innovative Companies, and many more. LendingHome is uniquely positioned to become the next great financial services brand powered by the most advanced mortgage platform in the world.
More than $7 billion",4.2,"LendingHome
4.2","San Francisco, CA",201 to 500 Employees,2013,Company - Private,Lending,Finance,Unknown / Non-Applicable
Data Scientist,$1L - $2L (Glassdoor Est.),"Company Description

As the world's leader in digital payments technology, Visa's mission is to connect the world through the most creative, reliable and secure payment network - enabling individuals, businesses, and economies to thrive. Our advanced global processing network, VisaNet, provides secure and reliable payments around the world, and is capable of handling more than 65,000 transaction messages a second. The company's dedication to innovation drives the rapid growth of connected commerce on any device, and fuels the dream of a cashless future for everyone, everywhere. As the world moves from analog to digital, Visa is applying our brand, products, people, network and scale to reshape the future of commerce.
At Visa, your individuality fits right in. Working here gives you an opportunity to impact the world, invest in your career growth, and be part of an inclusive and diverse workplace. We are a global team of disruptors, trailblazers, innovators and risk-takers who are helping drive economic growth in even the most remote parts of the world, creatively moving the industry forward, and doing meaningful work that brings financial literacy and digital commerce to millions of unbanked and underserved consumers.",4.0,"Visa
4.0","Foster City, CA",10000+ Employees,1958,Company - Public,IT Service,Information Technology,$10+ billion (USD)
"Data Scientist, Go To Market",$67T - $2L (Glassdoor Est.),"About The Role:
Do you want to help define what data means at Notion? As one of our first Data Scientists, you'll be instrumental in setting what our data strategy looks like as we grow the business, and then doing the hands on work to execute against it. There will be significant variation from one day to the next, but whether you're exploring what a successful Notion account looks like, building out a core activity data set, or creating a model to identify high potential accounts, you'll absolutely be having impact on the direction of the business.
What You'll Achieve:
You'll partner with one or more go-to-market teams, driving forward all data science and analytics work in their functional areas.",5.0,"Notion
5.0","San Francisco, CA",51 to 200 Employees,2016,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
Data Scientist,-1,"Data Scientists
USA Based Applicants Only
We are looking for top-quality college and graduate Data Scientists. If you are interested and have the majority of the relevant experiences/skills below, please apply.
Qualifications:
1-3+ years professional data science experience.
Bachelor’s or higher degree in Mathematics / Statistics / Data Science / Computer related discipline.
Core Skills:",-1,Flipped.ai,"San Francisco, CA",-1,-1,-1,-1,-1,-1
"Data Scientist, Revenue",$87T - $2L (Glassdoor Est.),"About The Role:
Do you want to help define what data means at Notion? As one of our first Data Scientists, you'll be instrumental in setting what our data strategy looks like as we grow the business, and then doing the hands on work to execute against it. There will be significant variation from one day to the next, but whether you're exploring what a successful Notion account looks like, building out a core activity data set, or creating a model to deliver leads to the sales team, you'll absolutely be having impact on the direction of the business.
What You'll Achieve:
You'll partner with the business operations team to bring analytical rigor to financial reporting, forecasting, and opportunity sizing.",5.0,"Notion
5.0","San Francisco, CA",51 to 200 Employees,2016,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
Data scientist,$92T - $2L (Glassdoor Est.),"August 31, 2018
Data scientist
Job Requirements:
Conceptual understanding in Machine Learning models like Nai¨ve Bayes, K-Means, SVM, Apriori, Linear/ Logistic Regression, Neural, Random Forests, Decision Trees, K-NN along with hands-on experience in at least 2 of them
Intermediate to expert level coding skills in Python/R. (Ability to write functions, clean and efficient data manipulation are mandatory for this role)
Exposure to packages like NumPy, SciPy, Pandas, Matplotlib etc in Python or GGPlot2, dplyr, tidyR in R",3.8,"Avila Trading
3.8","San Francisco, CA",1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable
Data Scientist,$81T - $2L (Glassdoor Est.),"At Carrum, we live and breathe the mission of transforming the healthcare system to create an unmatched experience for patients. If you are passionate about changing healthcare and want to finally get rid of surprise bills, poor quality, and high prices, while thriving in an entrepreneurial, cutting-edge environment, we would love to connect with you.
In 2014 Carrum reinvented the Center of Excellence (CoE) category in digital health. We are the only company in this space with a digital platform and mobile app powering this novel marketplace. Today, most of the US population lives within a 3 hours driving distance of a Carrum CoE and our providers rank in the top 10% nationally. Our team's execution has been recognized by the venture community and we've raised more than $50M in aggregate from investors like Tiger Global Management and Wildcat Ventures. Our impact has been externally proven in a 2021 RAND Corporation study and featured as a Harvard Business School (HBS) case study.",4.5,"Carrum Health
4.5","San Francisco, CA",1 to 50 Employees,2014,Company - Private,Healthcare Services & Hospital,Healthcare,Unknown / Non-Applicable
Data Scientist,$115 - $140 Per Hour(Employer Est.),"JOB TYPE: Freelance, Contract Position - No agencies (See notes below)
LOCATION: Remote. Must be in the US to apply
HOURLY RANGE: Our client is looking to pay $115 - $140 USD / HR
ESTIMATED DURATION: 40Hrs/Week - Long Term, on-going project
HIGH-LEVEL QUALIFICATIONS:

ABOUT US:
Braintrust (usebraintrust.com) is a user-controlled talent network, where you keep 100% of what you earn and actually get to own the platform. We've been onboarding some big clients and specifically need a Data Scientist for our client.








This is a remote position.",4.7,"Braintrust
4.7","San Francisco, CA",Unknown,2018,Company - Private,Consulting,Business Service,$5 to $10 million (USD)
Data Scientist,$1L - $2L (Glassdoor Est.),"Bachelor's Degree
3+ years of experience with data scripting languages (e.g SQL, Python, R etc.) or statistical/mathematical software (e.g. R, SAS, or Matlab)
2 years working as a Data Scientist
MSc/Ph.D. in a relevant field
3+ years of hands-on experience in modeling and analysis, and in deploying machine learning / deep learning models in production.
As a Data Scientist at Amazon, you will play an integral part in the measurement and optimization of marketing activities of the organization. You will have the opportunity to work with a rich marketing dataset together with the marketing managers, building models to drive marketing strategy and growth. You will have many of the following technical and leadership responsibilities:
Translate/Interpret
Measure/Quantify/Expand
Explore/Enlighten",3.8,"Amazon.com Services LLC
3.8","San Francisco, CA",10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD)
Data Scientist,$84T - $2L (Glassdoor Est.),"Company
Doorstead is on a mission to revolutionize the property management industry with modern technology and data-driven pricing.
The Team
The Data Team at Doorstead works with the Product and Engineering teams to design, experiment, and deploy machine learning products to provide industry-leading service to our owners and tenants.
The Role
We're seeking a mid-level Data Scientist to join our small but growing Data Team. The ideal candidate will have the mathematical and statistical expertise you'd expect, but a natural curiosity and creative mind. As you mine, interpret, and clean our data, we will rely on you to ask questions, connect the dots, and uncover opportunities that lie hidden within—while keeping an understanding of the business case in mind. You should be a problem solver and a fast learner. Since we are a small company in the rapid growth stage you should also have a keen sense of when to sacrifice predictive accuracy for a more rapid and simple solution.",4.5,"Doorstead
4.5","San Francisco, CA",Unknown,-1,Company - Public,-1,-1,Unknown / Non-Applicable
Data Scientist I,$1L - $1L (Employer Est.),"Job Title: Data Scientist I
Location: Menlo Park, CA
Duration: Permanent Job / Full Time Employment
Job Description:
Apply your expertise in quantitative analysis and data presentation to see beyond the numbers Monitor events through dashboards, detect anomalies, and conduct deep dive analysis on specific issues to understand root cause Willingness to get hands dirty to review samples to understand the MOs used by bad actors and translate findings into data-driven rules/strategies to prevent bad activity on facebook commerce Communicate to broad cross-functional teams the issue, remediation, and next steps in time-sensitive situations Partner closely with ops investigations and enforcement teams to collaborate on insights and recommendations to ensure they are actionable Own investigation requests from product team Become a subject matter expert in workflows spanning a variety of integrity disciplines",4.5,"Emonics LLC
4.5","Menlo Park, CA",501 to 1000 Employees,2018,Company - Private,Staffing & Outsourcing,Business Service,$50 to $100 million (USD)
Data Scientist,$78T - $2L (Glassdoor Est.),"Our team is committed to advancing healthcare efficiency and outcomes with the latest data science and AI/ML technologies. We are looking for people that are passionate about improving healthcare. As a core member of our team, this role will work with a cross-functional team to apply computational, computer science, data science and AI research and development principles, with relevant domain science knowledge, to perform research and technology integration and development. The primary responsibilities include driving innovation by identifying areas to apply AI technology, researching the latest machine learning/ deep learning algorithms, implementing algorithms end-to-end at scale in a high performance computing (HPC) environment, build and maintain data science pipelines, formulate problems and advise the product development team with data science insights.

Data scientist and AI/ML practitioner who applies computational, computer science, data science and statistical research and development principles, with relevant domain science knowledge, to perform research and technology integration and development. Responsibilities include research, design, development, analysis, operation, and support of data science driven healthcare delivery technologies. Develops ML/AI algorithms and performs computations, statistical analyses, interpretation and reporting of research. The primary responsibility is to apply computational and data science technology as a tool to accomplish to develop novel solutions to improve both clinical and operational aspects of healthcare delivery. Resolves complex research and technology development and integration issues. Gives technical presentations to associated research and technology groups and management. Evaluates new hardware and software technologies for advancing complex computational and data science solutions. May represent the organization as part of a team at national and international meetings, conferences and committees. May lead a team of technical staff.",4.1,"University of California San Francisco
4.1","San Francisco, CA",10000+ Employees,1864,College / University,Colleges & Universities,Education,$25 to $50 million (USD)
Data Scientist,$79T - $2L (Glassdoor Est.),"Engine No. 1 is an investment firm purpose-built to lead the next generation of investing. We believe that creating value for shareholders cannot be separated from the impact companies have on their stakeholders. We also believe that a company's performance is greatly enhanced by the investments it makes in workers, communities, and the environment. The firm intends to invest as an active, engaged owner in both public and private companies, with a focus to generate economic value over the long-term through four business lines: private equity/early investor, concentrated long/short funds, impact investment through activism campaigns and ETFs.
Founded by a seasoned team of industry leaders, we are seeking enthusiastic and engaged professionals to join us to help achieve the firm's mission and help lead the movement towards more sustainable and inclusive capitalism.",4.0,"Engine No. 1
4.0","San Francisco, CA",Unknown,-1,Government,Local Government,Government,Unknown / Non-Applicable
Data Scientist,$89T - $2L (Glassdoor Est.),"THIS POSITION IS REMOTE
Magnitude is a Cloud-based 3PL Technology Startup focused on redesigning and innovating the Transportation and Supply Chain Industry. Our main mission is to reduce waste in the transportation sector by optimizing it with automation and machine learning technology.
www.magnitudetechnologysolutions.com
We are looking for a Data Scientist to analyze large amounts of raw information to find patterns that will help improve our logistics solutions. We will rely on you to build data products to extract valuable business insights.
In this role, you should be highly analytical with a knack for analysis, math and statistics. Critical thinking and problem-solving skills are essential for interpreting data. We also want to see a passion for machine-learning and research.",5.0,"magnitude
5.0","San Francisco, CA",1 to 50 Employees,2018,Company - Private,Advertising & Marketing,Business Service,Unknown / Non-Applicable
"Data Scientist, Biology",$75T - $1L (Glassdoor Est.),"Who we are
Atreca is an integrated biotechnology company located in San Carlos, CA in the San Francisco Bay Area. We apply our proprietary drug discovery platform to profile clinically relevant, active B cell responses in patients receiving successful treatment and, in turn, develop a portfolio of antibody therapeutics against novel tumor targets with the potential to treat large patient populations. Atreca seeks talented, driven individuals who are dedicated to making a positive impact on human health and are motivated to become key members of a growing biotechnology company.
Position Summary
We are seeking a talented Data Analyst to design and develop reports and analyses from our R&D database. The information you deliver will drive key research and development decisions by scientific stakeholders. Your strong communication skills and scientific knowledge will enable you to work collaboratively with a diversity of cross functional scientific team members to develop meaningful, rich views of drug discovery data. In addition to directly creating such views using your expertise with reporting tools such as R markdown or shiny apps, you will serve as a liaison between the research team and the software engineering team, providing project management support and writing specifications for any engineering work required in support of reporting.",4.0,"Atreca
4.0","San Carlos, CA",51 to 200 Employees,-1,Company - Public,Biotech & Pharmaceutical,Biotech & Pharmaceutical,$1 to $5 million (USD)
"Data Scientist, Insights (RippleX)",$89T - $2L (Glassdoor Est.),"RippleX is a division at Ripple focused on accelerating adoption of the digital asset XRP and the XRP Ledger in blockchain projects across industries and technologies. RippleX aims to build a robust ecosystem of third-party developers, projects and companies that build, grow and monetize their applications on XRP, and other blockchain technologies.
As a data scientist within the Product Insights team, you will leverage data and statistical methods to help RippleX solve impactful product, marketing, and growth problems such as funnel analysis, attribution modeling, causal inference, user incentives, and more.
This role will partner closely with Product, Marketing, Design, Engineering and other teams to drive cross-functional data science projects from beginning to end. Our team gives you full ownership over the projects you tackle, so you should be a person who is bold and dreams big, then executes well.",3.5,"Ripple
3.5","San Francisco, CA",201 to 500 Employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
